#K o[k] d[k] q[k] b[k] f[k] p[k] tmax[k] s[k] penalty[k]
1311 2 15 15 20 50 9976 26 0 30
1312 1 12 39 20 50 9977 27 1 30
1313 3 14 39 20 50 9979 29 0 30
1314 3 13 7 20 50 9979 29 1 30
1315 1 15 7 20 50 9978 28 0 30
1316 1 13 23 20 50 9970 20 0 200
1317 3 12 12 20 50 9971 21 0 200
1318 3 14 24 20 50 9976 26 1 30
1319 2 14 16 20 50 9977 27 0 30
1320 1 15 22 20 50 9979 29 1 30
1321 4 13 11 20 50 9965 15 1 200
1322 5 14 14 20 50 9978 28 0 30
1323 3 13 27 20 50 9979 29 1 30
1324 2 12 11 20 50 9979 29 0 30
1325 5 14 14 20 50 9968 18 0 200
1326 1 16 24 20 50 9970 20 0 200
1327 1 16 18 20 50 9978 28 0 30
1328 5 14 12 20 50 9976 26 0 30
1329 2 12 18 20 50 9977 27 1 30
1330 1 16 34 20 50 9978 28 0 30
1331 2 15 23 20 50 9980 30 1 30
1332 1 16 5 20 50 9976 26 0 30
1333 5 15 5 20 50 9980 30 1 30
1334 4 14 11 20 50 9977 27 0 30
1335 5 13 22 20 50 9976 26 0 30
1336 4 12 26 20 50 9976 26 1 30
1337 1 12 11 20 50 9980 30 0 30
1338 3 16 9 20 50 9976 26 0 30
1339 1 12 28 20 50 9979 29 1 30
1340 4 12 4 20 50 9969 19 0 200
1341 4 16 8 20 50 9980 30 0 30
1342 1 15 9 20 50 9977 27 0 30
1343 2 16 27 20 50 9973 23 1 200
1344 5 14 22 20 50 9969 19 0 200
1345 3 15 24 20 50 9980 30 0 30
1346 1 13 15 20 50 9970 20 0 200
1347 5 14 5 20 50 9966 16 0 200
1348 2 16 30 20 50 9978 28 1 30
1349 4 12 14 20 50 9978 28 1 30
1350 5 15 16 20 50 9976 26 0 30
1351 5 15 11 20 50 9980 30 0 30
1352 3 14 33 20 50 9976 26 0 30
1353 4 15 3 20 50 9980 30 0 30
1354 2 12 27 20 50 9976 26 0 30
1355 4 12 26 20 50 9980 30 0 30
1356 2 14 33 20 50 9976 26 0 30
1357 3 13 11 20 50 9980 30 0 30
1358 4 16 27 20 50 9974 24 0 200
1359 5 12 1 20 50 9976 26 0 30
1360 5 15 5 20 50 9978 28 0 30
1361 2 14 35 20 50 9980 30 1 30
1362 2 14 28 20 50 9979 29 0 30
1363 3 16 27 20 50 9978 28 0 30
1364 5 12 31 20 50 9978 28 0 30
1365 2 14 37 20 50 9976 26 0 30
1366 3 13 34 20 50 9979 29 0 30
1367 4 12 15 20 50 9979 29 1 30
1368 5 16 37 20 50 9978 28 0 30
1369 5 14 9 20 50 9972 22 0 200
1370 3 15 7 20 50 9979 29 1 30
1371 2 14 30 20 50 9978 28 0 30
1372 3 12 16 20 50 9978 28 0 30
1373 3 12 9 20 50 9980 30 0 30
1374 5 13 7 20 50 9978 28 0 30
1375 3 15 37 20 50 9974 24 0 200
1376 3 12 7 20 50 9980 30 0 30
1377 3 14 33 20 50 9970 20 0 200
1378 4 14 28 20 50 9979 29 0 30
1379 4 13 18 20 50 9976 26 0 30
1380 2 13 24 20 50 9980 30 1 30
1381 4 12 24 20 50 9974 24 0 200
1382 1 14 1 20 50 9976 26 0 30
1383 4 14 4 20 50 9980 30 1 30
1384 5 13 24 20 50 9971 21 0 200
1385 3 16 14 20 50 9978 28 0 30
1386 4 16 1 20 50 9971 21 0 200
1387 3 16 14 20 50 9980 30 0 30
1388 2 12 31 20 50 9973 23 0 200
1389 3 16 5 20 50 9979 29 1 30
1390 1 13 23 20 50 9977 27 0 30
1391 4 16 8 20 50 9979 29 1 30
1392 1 16 26 20 50 9977 27 0 30
1393 3 16 14 20 50 9978 28 0 30
1394 4 13 4 20 50 9979 29 1 30
1395 4 16 31 20 50 9967 17 0 200
1396 1 13 3 20 50 9977 27 0 30
1397 5 15 19 20 50 9978 28 0 30
1398 3 12 3 20 50 9969 19 0 200
1399 4 14 24 20 50 9979 29 0 30
1400 5 14 7 20 50 9980 30 0 30
1401 3 15 7 20 50 9972 22 0 200
1402 1 13 31 20 50 9977 27 1 30
1403 4 16 23 20 50 9978 28 0 30
1404 3 15 30 20 50 9980 30 0 30
1405 1 14 3 20 50 9980 30 0 30
1406 3 13 11 20 50 9979 29 0 30
1407 4 15 20 20 50 9976 26 0 30
1408 4 16 4 20 50 9976 26 0 30
1409 3 14 34 20 50 9979 29 0 30
1410 5 12 1 20 50 9971 21 1 200
1411 5 15 4 20 50 9974 24 1 200
1412 4 14 8 20 50 9966 16 0 200
1413 1 13 26 20 50 9970 20 0 200
1414 3 16 1 20 50 9979 29 0 30
1415 3 12 16 20 50 9978 28 0 30
1416 4 12 5 20 50 9976 26 0 30
1417 1 13 33 20 50 9976 26 0 30
1418 2 15 27 20 50 9978 28 0 30
1419 3 13 23 20 50 9976 26 0 30
1420 4 14 37 20 50 9972 22 1 200
1421 4 15 4 20 50 9978 28 0 30
1422 3 12 19 20 50 9978 28 0 30
1423 3 14 34 20 50 9977 27 1 30
1424 5 13 9 20 50 9977 27 0 30
1425 1 14 16 20 50 9967 17 0 200
1426 5 16 23 20 50 9969 19 1 200
1427 1 14 9 20 50 9977 27 0 30
1428 4 14 1 20 50 9978 28 0 30
1429 4 16 5 20 50 9980 30 1 30
1430 1 16 22 20 50 9966 16 0 200
1431 5 14 19 20 50 9980 30 0 30
1432 3 14 9 20 50 9977 27 0 30
1433 5 14 27 20 50 9980 30 0 30
1434 2 12 15 20 50 9970 20 0 200
1435 3 16 15 20 50 9967 17 0 200
1436 5 13 12 20 50 9978 28 1 30
1437 5 16 12 20 50 9979 29 0 30
1438 2 13 8 20 50 9978 28 0 30
1439 2 13 23 20 50 9979 29 0 30
1440 2 15 20 20 50 9969 19 1 200
1441 1 15 23 20 50 9968 18 0 200
1442 1 13 30 20 50 9977 27 0 30
1443 4 12 23 20 50 9977 27 0 30
1444 2 14 4 20 50 9977 27 0 30
1445 5 13 38 20 50 9976 26 1 30
1446 1 15 31 20 50 9976 26 0 30
1447 4 16 12 20 50 9978 28 0 30
1448 4 14 33 20 50 9979 29 0 30
1449 1 15 34 20 50 9978 28 0 30
1450 1 13 7 20 50 9980 30 0 30
1451 4 15 22 20 50 9971 21 0 200
1452 5 13 9 20 50 9980 30 0 30
1453 5 13 9 20 50 9980 30 0 30
1454 4 16 5 20 50 9972 22 0 200
1455 2 16 23 20 50 9979 29 1 30
1456 2 15 34 20 50 9980 30 0 30
1457 3 14 28 20 50 9980 30 1 30
1458 3 15 30 20 50 9966 16 0 200
1459 2 13 35 20 50 9980 30 0 30
1460 3 13 37 20 50 9980 30 0 30
1461 2 12 28 20 50 9978 28 0 30
1462 1 14 22 20 50 9977 27 0 30
1463 2 16 36 20 50 9976 26 1 30
1464 4 16 8 20 50 9978 28 0 30
1465 2 15 38 20 50 9979 29 0 30
1466 5 14 20 20 50 9970 20 0 200
1467 3 14 33 20 50 9965 15 0 200
1468 3 12 27 20 50 9978 28 0 30
1469 2 14 26 20 50 9980 30 0 30
1470 4 12 20 20 50 9976 26 0 30
1471 1 12 15 20 50 9978 28 0 30
1472 5 15 12 20 50 9969 19 0 200
1473 4 15 18 20 50 9977 27 0 30
1474 1 13 8 20 50 9976 26 0 30
1475 5 16 11 20 50 9980 30 0 30
1476 5 13 9 20 50 9976 26 1 30
1477 1 12 23 20 50 9976 26 1 30
1478 5 14 7 20 50 9979 29 1 30
1479 2 16 8 20 50 9976 26 0 30
1480 3 14 28 20 50 9978 28 0 30
1481 3 16 18 20 50 9976 26 0 30
1482 1 14 28 20 50 9974 24 0 200
1483 1 13 11 20 50 9976 26 0 30
1484 4 16 22 20 50 9978 28 0 30
1485 5 13 3 20 50 9976 26 0 30
1486 2 16 34 20 50 9976 26 0 30
1487 2 15 11 20 50 9974 24 0 200
1488 5 15 38 20 50 9977 27 0 30
1489 1 12 23 20 50 9980 30 0 30
1490 3 13 30 20 50 9967 17 1 200
1491 1 15 2 20 50 9968 18 0 200
1492 4 13 15 20 50 9980 30 0 30
1493 2 16 19 20 50 9976 26 1 30
1494 4 13 34 20 50 9974 24 0 200
1495 2 13 4 20 50 9976 26 0 30
1496 5 16 14 20 50 9980 30 0 30
1497 1 12 4 20 50 9980 30 0 30
1498 4 12 15 20 50 9976 26 0 30
1499 4 14 24 20 50 9980 30 0 30
1500 3 14 19 20 50 9967 17 0 200
1501 2 12 22 20 50 9977 27 0 30
1502 2 14 39 20 50 9972 22 1 200
1503 4 15 8 20 50 9978 28 0 30
1504 4 16 18 20 50 9967 17 1 200
1505 3 16 35 20 50 9980 30 0 30
1506 1 15 11 20 50 9979 29 1 30
1507 2 15 8 20 50 9976 26 0 30
1508 4 13 27 20 50 9978 28 0 30
1509 5 16 33 20 50 9976 26 1 30
1510 2 15 1 20 50 9980 30 0 30
1511 5 12 12 20 50 9979 29 1 30
1512 1 13 27 20 50 9966 16 0 200
1513 4 12 23 20 50 9968 18 0 200
1514 1 15 5 20 50 9978 28 0 30
1515 2 12 24 20 50 9979 29 1 30
1516 1 14 8 20 50 9977 27 0 30
1517 1 14 3 20 50 9980 30 1 30
1518 4 15 1 20 50 9978 28 0 30
1519 2 14 33 20 50 9976 26 0 30
1520 4 13 9 20 50 9976 26 1 30
1521 3 16 31 20 50 9965 15 0 200
1522 2 14 28 20 50 9979 29 0 30
1523 4 15 22 20 50 9977 27 0 30
1524 5 16 16 20 50 9980 30 0 30
1525 3 13 4 20 50 9976 26 0 30
1526 1 15 18 20 50 9979 29 0 30
1527 4 12 34 20 50 9966 16 0 200
1528 5 14 33 20 50 9977 27 0 30
1529 3 16 7 20 50 9976 26 1 30
1530 1 15 7 20 50 9977 27 0 30
1531 1 14 5 20 50 9980 30 0 30
1532 5 16 12 20 50 9979 29 0 30
1533 1 15 30 20 50 9978 28 0 30
1534 4 16 18 20 50 9976 26 1 30
1535 2 14 28 20 50 9967 17 0 200
1536 5 12 24 20 50 9977 27 0 30
1537 4 14 28 20 50 9969 19 0 200
1538 5 14 5 20 50 9976 26 0 30
1539 3 16 9 20 50 9979 29 0 30
1540 2 15 12 20 50 9976 26 0 30
1541 3 15 9 20 50 9980 30 0 30
1542 5 16 23 20 50 9976 26 0 30
1543 4 13 35 20 50 9979 29 0 30
1544 4 12 38 20 50 9969 19 0 200
1545 5 14 15 20 50 9978 28 0 30
1546 2 12 14 20 50 9980 30 0 30
1547 1 13 22 20 50 9980 30 1 30
1548 4 14 4 20 50 9979 29 0 30
1549 5 15 33 20 50 9978 28 0 30
1550 4 16 9 20 50 9980 30 0 30
1551 5 12 24 20 50 9977 27 0 30
1552 1 16 11 20 50 9978 28 0 30
1553 3 12 1 20 50 9980 30 0 30
1554 5 12 31 20 50 9969 19 0 200
1555 4 13 18 20 50 9974 24 0 200
1556 2 13 18 20 50 9980 30 0 30
1557 2 16 27 20 50 9979 29 0 30
1558 1 12 4 20 50 9977 27 0 30
1559 1 13 39 20 50 9977 27 0 30
1560 1 14 35 20 50 9977 27 0 30
1561 2 14 11 20 50 9965 15 0 200
1562 1 14 16 20 50 9978 28 0 30
1563 5 16 19 20 50 9965 15 0 200
1564 5 16 7 20 50 9978 28 0 30
1565 5 15 11 20 50 9967 17 1 200
1566 5 13 16 20 50 9979 29 0 30
1567 1 15 15 20 50 9977 27 1 30
1568 1 14 24 20 50 9974 24 0 200
1569 2 16 22 20 50 9979 29 0 30
1570 3 13 9 20 50 9967 17 0 200
1571 3 16 7 20 50 9967 17 0 200
1572 2 15 3 20 50 9980 30 0 30
1573 4 14 3 20 50 9980 30 0 30
1574 1 15 35 20 50 9977 27 0 30
1575 4 16 3 20 50 9978 28 0 30
1576 5 15 16 20 50 9970 20 0 200
1577 2 13 4 20 50 9978 28 0 30
1578 5 12 35 20 50 9977 27 0 30
1579 3 14 1 20 50 9976 26 0 30
1580 1 12 12 20 50 9974 24 0 200
1581 1 15 35 20 50 9978 28 0 30
1582 1 15 11 20 50 9977 27 0 30
1583 4 15 27 20 50 9976 26 0 30
1584 4 13 15 20 50 9978 28 0 30
1585 4 12 35 20 50 9977 27 0 30
1586 4 14 18 20 50 9979 29 0 30
1587 1 15 15 20 50 9967 17 0 200
1588 2 15 28 20 50 9977 27 0 30
1589 1 12 3 20 50 9968 18 0 200
1590 4 16 38 20 50 9980 30 0 30
1591 5 14 11 20 50 9980 30 1 30
1592 2 14 3 20 50 9978 28 1 30
1593 4 13 9 20 50 9977 27 0 30
1594 3 16 18 20 50 9977 27 1 30
1595 5 15 19 20 50 9978 28 1 30
1596 4 12 26 20 50 9977 27 0 30
1597 2 16 7 20 50 9980 30 1 30
1598 2 14 38 20 50 9978 28 0 30
1599 5 14 39 20 50 9979 29 1 30
